-----------------------------------------------------------------------------------------
X	Y	year	month	day	Mag	Z(m)	hr	min	sec	stage
336056	432783	2019	8	24	-2.027	-2037.93	18	58	52	8
336056	432807	2019	8	24	-1.93	-2050.27	18	58	53	8
336092	432636	2019	8	24	-1.593	-1997.65	18	59	2	8
336037	432855	2019	8	24	-1.766	-2037.6	18	59	19	8
336056	432864	2019	8	24	-1.972	-2052.64	18	59	23	8
336052	432730	2019	8	24	-1.884	-1998.65	18	59	39	8
336029	432886	2019	8	24	-1.756	-2048.03	18	59	51	8
336068	432730	2019	8	24	-1.885	-2000.71	18	59	54	8
336059	432604	2019	8	24	-1.853	-2008.03	19	0	49	8
336042	432564	2019	8	24	-1.659	-1989.42	19	1	0	8
336025	432885	2019	8	24	-1.902	-2039.3	19	2	5	8
336066	432553	2019	8	24	-1.434	-2054.13	19	2	14	8
336087	432730	2019	8	24	-1.861	-2026.22	19	2	29	8
336080	432734	2019	8	24	-1.7	-2029.69	19	4	14	8
336082	432629	2019	8	24	-1.361	-2037.66	19	4	35	8
336018	432884	2019	8	24	-1.674	-2044.12	19	4	45	8
336097	432646	2019	8	24	-1.51	-2018.99	19	5	17	8
336052	432566	2019	8	24	-1.79	-1997.01	19	5	39	8
335973	432464	2019	8	24	-1.858	-2035.86	19	5	57	8
336110	432564	2019	8	24	-1.179	-2013.19	19	6	9	8
336013	432879	2019	8	24	-1.855	-2059.15	19	6	34	8
336062	432743	2019	8	24	-1.694	-2032.68	19	6	37	8
336072	432708	2019	8	24	-1.107	-2024.92	19	7	2	8
336011	432573	2019	8	24	-1.776	-1996.56	19	7	6	8
336027	432845	2019	8	24	-1.631	-2039.42	19	7	19	8
336032	432847	2019	8	24	-1.824	-2040.71	19	7	30	8
336027	432821	2019	8	24	-1.818	-2040.25	19	8	14	8
336073	432558	2019	8	24	-1.69	-2013.73	19	8	25	8
336023	432896	2019	8	24	-1.877	-2043.86	19	8	43	8
336066	432753	2019	8	24	-1.865	-2037.34	19	8	53	8
336106	432563	2019	8	24	-0.624	-2036.74	19	9	8	8
336028	432855	2019	8	24	-1.857	-2038.3	19	9	21	8
335948	432493	2019	8	24	-1.722	-2040.06	19	9	39	8
336052	432577	2019	8	24	-1.865	-2004.26	19	10	26	8
335941	432504	2019	8	24	-1.838	-2037.11	19	10	46	8
336025	432589	2019	8	24	-2.051	-1969	19	10	47	8
336027	432845	2019	8	24	-1.604	-2038.43	19	11	0	8
336067	432748	2019	8	24	-1.859	-2000.09	19	11	23	8
336074	432576	2019	8	24	-1.849	-1992.45	19	11	24	8
336114	432647	2019	8	24	-1.645	-2002.1	19	11	45	8
336082	432716	2019	8	24	-1.509	-1994.19	19	11	52	8
336084	432719	2019	8	24	-1.575	-1995.74	19	11	56	8
336076	432743	2019	8	24	-1.94	-1999.13	19	12	19	8
336067	432732	2019	8	24	-1.627	-2026.16	19	12	37	8
336093	432612	2019	8	24	-1.111	-2017.6	19	12	55	8
336031	432847	2019	8	24	-1.78	-2041.18	19	13	24	8
336103	432646	2019	8	24	-1.859	-1998.16	19	13	27	8
336040	432839	2019	8	24	-1.952	-2046.91	19	13	39	8
336028	432842	2019	8	24	-1.655	-2036.17	19	13	46	8
336118	432614	2019	8	24	-1.013	-2102.78	19	13	48	8
336076	432736	2019	8	24	-1.989	-2002.6	19	14	16	8
336086	432761	2019	8	24	-1.981	-2024.56	19	15	14	8
336082	432748	2019	8	24	-1.963	-1991.88	19	15	39	8
336033	432876	2019	8	24	-1.884	-2047.11	19	16	2	8
336043	432819	2019	8	24	-1.923	-2035.14	19	16	10	8
336027	432946	2019	8	24	-1.869	-2093.57	19	16	21	8
336059	432736	2019	8	24	-1.909	-2020.53	19	16	26	8
336074	432714	2019	8	24	-1.244	-2015.16	19	17	23	8
336026	432882	2019	8	24	-1.815	-2035.28	19	18	12	8
336120	432619	2019	8	24	-1.174	-2103.39	19	18	25	8
336067	432776	2019	8	24	-1.978	-2035.42	19	18	31	8
336135	432516	2019	8	24	-1.216	-2077.25	19	18	32	8
336073	432754	2019	8	24	-1.972	-2035.39	19	18	52	8
336074	432702	2019	8	24	-1.679	-2002.39	19	18	53	8
336002	432580	2019	8	24	-1.819	-2008.68	19	18	56	8
336109	432632	2019	8	24	-1.926	-2039.08	19	18	58	8
336103	432585	2019	8	24	-1.901	-1986.32	19	19	2	8
336051	432598	2019	8	24	-1.879	-1996.38	19	19	41	8
336037	432584	2019	8	24	-1.739	-1981.95	19	19	55	8
336054	432586	2019	8	24	-2.023	-1989.14	19	19	58	8
335986	432448	2019	8	24	-1.844	-2027.65	19	20	30	8
336074	432723	2019	8	24	-1.416	-2026.39	19	21	10	8
336024	432898	2019	8	24	-1.751	-2056.03	19	21	25	8
336071	432702	2019	8	24	-1.055	-1999.08	19	21	27	8
336064	432671	2019	8	24	-0.327	-2010.82	19	21	28	8
336119	432663	2019	8	24	-2.059	-2102.63	19	21	39	8
336095	432637	2019	8	24	-1.86	-2013.73	19	21	49	8
336036	432822	2019	8	24	-1.294	-2034.85	19	21	57	8
336104	432594	2019	8	24	-1.437	-2041.43	19	22	5	8
336045	432591	2019	8	24	-1.814	-1984.71	19	22	6	8
336102	432700	2019	8	24	-1.821	-1997.75	19	22	7	8
336056	432762	2019	8	24	-1.943	-2048.87	19	22	22	8
336050	432583	2019	8	24	-1.459	-1994.92	19	22	41	8
336035	432554	2019	8	24	-1.786	-1999.08	19	23	14	8
336092	432650	2019	8	24	-1.968	-2009.32	19	23	33	8
336042	432840	2019	8	24	-1.964	-2028.47	19	23	46	8
336030	432848	2019	8	24	-1.598	-2038.16	19	25	1	8
336035	432902	2019	8	24	-1.83	-2042.75	19	25	3	8
336079	432707	2019	8	24	-1.873	-2058.67	19	25	30	8
336099	432637	2019	8	24	-1.368	-2013.34	19	25	31	8
336135	432611	2019	8	24	-1.647	-1999.64	19	25	52	8
336077	432780	2019	8	24	-2.047	-1979.25	19	25	55	8
336021	432837	2019	8	24	-1.819	-2035.13	19	26	6	8
336058	432729	2019	8	24	-1.942	-2039.5	19	26	19	8
336059	432733	2019	8	24	-1.68	-2032.01	19	26	35	8
336070	432575	2019	8	24	-1.527	-1993.95	19	26	41	8
336096	432560	2019	8	24	-2.011	-1994.59	19	26	46	8
335952	432494	2019	8	24	-1.488	-2041.25	19	26	59	8
336030	432868	2019	8	24	-1.843	-2041.51	19	27	16	8
336051	432590	2019	8	24	-1.633	-1990.73	19	27	18	8
336034	432832	2019	8	24	-1.648	-2038.14	19	27	33	8
336068	432730	2019	8	24	-1.768	-2027.05	19	27	33	8
336054	432784	2019	8	24	-1.886	-2037.32	19	28	19	8
335977	432458	2019	8	24	-1.096	-2041.4	19	28	25	8
335958	432463	2019	8	24	NaN	-2039.97	19	28	25	8
336031	432823	2019	8	24	-1.902	-2044.89	19	28	45	8
336022	432859	2019	8	24	-1.678	-2041.51	19	28	45	8
336062	432737	2019	8	24	-1.972	-2031.7	19	28	56	8
336064	432714	2019	8	24	-1.618	-2011.04	19	28	58	8
336056	432578	2019	8	24	-1.804	-2000.51	19	29	2	8
336036	432858	2019	8	24	-1.934	-2041.09	19	29	34	8
336054	432794	2019	8	24	-1.963	-2052.09	19	29	35	8
336094	432583	2019	8	24	-2.073	-1992.97	19	29	36	8
336038	432801	2019	8	24	-1.872	-2039.74	19	29	40	8
336055	432814	2019	8	24	-1.82	-2048.65	19	29	43	8
336074	432733	2019	8	24	-1.93	-2000.24	19	29	50	8
336103	432701	2019	8	24	-2.063	-2113.23	19	29	57	8
336065	432764	2019	8	24	-1.983	-1996.46	19	30	22	8
336113	432575	2019	8	24	-1.347	-2032.4	19	30	29	8
335774	432561	2019	8	24	-1.671	-2044.08	19	31	5	8
336114	432634	2019	8	24	-1.386	-1997.93	19	31	8	8
336018	432882	2019	8	24	-1.764	-2045.92	19	31	57	8
336064	432730	2019	8	24	-1.901	-2036.44	19	32	3	8
336027	432883	2019	8	24	-1.759	-2043.64	19	32	6	8
336006	432903	2019	8	24	-1.831	-2046.03	19	32	7	8
335969	432475	2019	8	24	-1.14	-2041.32	19	32	18	8
336090	432724	2019	8	24	-1.999	-2000.78	19	32	27	8
336095	432546	2019	8	24	-1.892	-2035.98	19	32	40	8
336047	432663	2019	8	24	-1.94	-2000.07	19	36	22	8
336031	432595	2019	8	24	-1.732	-1956.37	19	36	39	8
336076	432780	2019	8	24	-2.06	-2001.16	19	36	46	8
336076	432722	2019	8	24	-1.375	-2027.45	19	36	56	8
336044	432598	2019	8	24	-1.716	-1983.14	19	37	27	8
336031	432916	2019	8	24	-1.887	-2048.1	19	37	35	8
336044	432599	2019	8	24	-1.561	-1993.13	19	37	45	8
336040	432836	2019	8	24	-1.923	-2046.79	19	38	0	8
336042	432809	2019	8	24	-1.196	-2039.92	19	38	11	8
336033	432840	2019	8	24	-1.903	-2037.23	19	38	17	8
335941	432462	2019	8	24	-1.889	-2035.81	19	38	19	8
335949	432518	2019	8	24	-1.729	-2038.09	19	38	27	8
335983	432908	2019	8	24	-1.339	-2063.56	19	38	31	8
336109	432638	2019	8	24	-1.535	-1999.64	19	38	54	8
336077	432723	2019	8	24	-1.976	-2038.51	19	38	55	8
336081	432717	2019	8	24	-1.956	-2018.1	19	39	4	8
336071	432761	2019	8	24	-2.004	-2075.38	19	40	6	8
336068	432773	2019	8	24	-1.973	-2001.25	19	40	14	8
336116	432628	2019	8	24	-1.944	-2044.79	19	40	16	8
335959	432547	2019	8	24	-1.867	-2040.66	19	40	27	8
336065	432754	2019	8	24	-1.974	-2023.52	19	40	30	8
336087	432641	2019	8	24	-1.826	-2044.76	19	41	0	8
335978	432597	2019	8	24	-1.209	-2105.13	19	41	8	8
336114	432596	2019	8	24	-1.569	-2065.07	19	41	28	8
336057	432751	2019	8	24	-1.939	-2002.86	19	41	31	8
336120	432640	2019	8	24	-1.956	-2089.8	19	41	36	8
336057	432567	2019	8	24	-1.625	-1998.12	19	41	40	8
336032	432796	2019	8	24	-1.621	-2039.67	19	41	58	8
336018	432541	2019	8	24	-1.765	-1996.53	19	42	30	8
336053	432738	2019	8	24	-1.905	-1999.4	19	42	41	8
336102	432568	2019	8	24	-1.94	-2034.69	19	42	46	8
336040	432591	2019	8	24	-1.653	-1995.07	19	42	59	8
336078	432723	2019	8	24	-1.825	-1998.46	19	43	2	8
336034	432878	2019	8	24	-1.75	-2056.34	19	43	5	8
336022	432868	2019	8	24	-1.729	-2037.51	19	43	25	8
336071	432701	2019	8	24	-1.021	-1999.46	19	44	1	8
336131	432525	2019	8	24	-1.471	-2068	19	44	14	8
336022	432861	2019	8	24	-1.812	-2039.39	19	44	43	8
336056	432713	2019	8	24	-2.054	-2005.37	19	45	13	8
336092	432644	2019	8	24	-1.415	-2093.66	19	45	17	8
336023	432853	2019	8	24	-1.824	-2037.29	19	45	44	8
336044	432575	2019	8	24	-1.402	-1999.16	19	45	53	8
336092	432644	2019	8	24	-2.102	-2090.23	19	45	53	8
336074	432597	2019	8	24	-1.921	-1996.02	19	46	46	8
336121	432498	2019	8	24	-2.065	-2089.47	19	47	12	8
336026	432825	2019	8	24	-1.298	-2037.35	19	47	14	8
336065	432622	2019	8	24	-1.191	-2103.43	19	47	16	8
335809	432473	2019	8	24	-1.393	-2079.48	19	47	31	8
336054	432721	2019	8	24	-1.779	-2008.02	19	48	24	8
336117	432631	2019	8	24	-1.922	-2026.23	19	48	50	8
336033	432873	2019	8	24	-1.865	-2040.34	19	48	54	8
336017	432884	2019	8	24	-1.841	-2045.83	19	48	59	8
336092	432655	2019	8	24	-1.941	-1999.21	19	49	30	8
336124	432573	2019	8	24	-2	-1992.72	19	49	37	8
336128	432582	2019	8	24	-1.043	-2065.36	19	49	55	8
336047	432504	2019	8	24	-1.87	-2042.59	19	50	8	8
336052	432597	2019	8	24	-1.719	-1986.77	19	50	12	8
336070	432729	2019	8	24	-1.994	-1998.45	19	50	19	8
336027	432859	2019	8	24	-1.741	-2038.3	19	50	23	8
336173	432913	2019	8	24	-1.992	-2099.73	19	51	18	8
336070	432707	2019	8	24	-1.237	-2016.82	19	51	24	8
336104	432654	2019	8	24	-1.944	-2001.62	19	51	39	8
336098	432566	2019	8	24	-1.998	-2052.21	19	52	1	8
336077	432724	2019	8	24	-1.454	-2024.1	19	52	2	8
336110	432557	2019	8	24	-1.963	-1986.81	19	52	10	8
336017	432872	2019	8	24	-1.654	-2039.1	19	52	33	8
336039	432852	2019	8	24	-2.008	-2070.14	19	53	7	8
336059	432720	2019	8	24	-1.772	-1997.32	19	53	16	8
336045	432677	2019	8	24	-1.987	-1993.21	19	53	19	8
336071	432723	2019	8	24	-1.724	-2001.2	19	53	22	8
336045	432569	2019	8	24	-1.371	-1990.65	19	53	55	8
336027	432842	2019	8	24	-1.785	-2038.33	19	53	57	8
336053	432904	2019	8	24	-1.806	-2044.85	19	54	10	8
336065	432729	2019	8	24	-1.889	-2006.68	19	54	11	8
336025	432887	2019	8	24	-1.93	-2065.29	19	54	42	8
336099	432622	2019	8	24	-1.278	-2038.49	19	54	43	8
336114	432564	2019	8	24	-0.08	-2005.76	19	54	48	8
336138	432606	2019	8	24	-1.821	-2021.36	19	54	52	8
336031	432806	2019	8	24	-1.928	-2051.29	19	54	54	8
336141	432572	2019	8	24	-1.996	-2058.51	19	55	5	8
336107	432711	2019	8	24	-2.03	-2003.35	19	55	13	8
335763	432439	2019	8	24	-1.641	-2183.45	19	55	21	8
336048	432820	2019	8	24	-1.922	-2037.77	19	55	35	8
336087	432643	2019	8	24	-1.685	-2002.82	19	55	42	8
336091	432617	2019	8	24	-1.595	-2006.97	19	55	53	8
336062	432743	2019	8	24	-1.778	-2023.45	19	55	58	8
336052	432488	2019	8	24	-1.921	-2014.55	19	56	20	8
336045	432788	2019	8	24	-1.928	-2033.74	19	56	27	8
336125	432615	2019	8	24	-1.728	-1979.91	19	56	37	8
336092	432613	2019	8	24	-1.279	-2094.32	19	56	42	8
336046	432823	2019	8	24	-1.989	-2036.06	19	56	45	8
336060	432722	2019	8	24	-1.419	-2005.56	19	56	46	8
336068	432701	2019	8	24	-1.594	-2003.61	19	56	47	8
336065	432738	2019	8	24	-1.946	-1989.61	19	56	58	8
336061	432562	2019	8	24	-1.85	-1996.81	19	56	59	8
335980	432847	2019	8	24	-1.925	-2042.94	19	57	0	8
336079	432683	2019	8	24	-2.02	-2005.66	19	57	35	8
336021	432868	2019	8	24	-1.889	-2043.83	19	58	40	8
336104	432585	2019	8	24	-1.866	-1998.02	19	59	3	8
336043	432843	2019	8	24	-1.744	-2046.49	19	59	16	8
336076	432757	2019	8	24	-1.984	-2001.73	19	59	29	8
336067	432807	2019	8	24	-1.908	-2058.17	19	59	44	8
336046	432947	2019	8	24	-1.9	-2053.99	20	0	9	8
336026	432881	2019	8	24	-1.81	-2047.33	20	0	10	8
336116	432578	2019	8	24	-1.768	-2017.43	20	0	16	8
336073	432775	2019	8	24	-1.927	-2035.75	20	0	32	8
336033	432872	2019	8	24	-1.612	-2040.36	20	0	41	8
336119	432576	2019	8	24	-1.734	-2029.47	20	0	54	8
336106	432630	2019	8	24	-1.941	-2027.9	20	1	58	8
336084	432633	2019	8	24	-1.885	-2000.68	20	2	26	8
336184	432938	2019	8	24	-2.06	-2100.01	20	2	28	8
336017	432920	2019	8	24	-1.75	-2086.91	20	2	30	8
336063	432701	2019	8	24	-1.845	-2004.67	20	2	36	8
336070	432926	2019	8	24	-1.84	-2146.1	20	2	43	8
336062	432707	2019	8	24	-0.917	-2000.62	20	2	52	8
336082	432687	2019	8	24	-1.767	-2005.08	20	2	53	8
336088	432736	2019	8	24	-1.877	-1994.29	20	2	54	8
336021	432765	2019	8	24	-1.715	-2025.25	20	3	59	8
336063	432731	2019	8	24	-1.984	-2017.52	20	4	2	8
336039	432832	2019	8	24	-1.59	-2035.01	20	4	24	8
336061	432760	2019	8	24	-1.825	-2002.12	20	4	30	8
336053	432758	2019	8	24	-1.792	-2028.8	20	4	35	8
336043	432861	2019	8	24	-1.888	-2045.73	20	4	36	8
336052	432728	2019	8	24	-1.878	-1998.55	20	4	40	8
336038	432650	2019	8	24	-2.005	-1965.65	20	4	49	8
336093	432717	2019	8	24	-1.99	-1995.91	20	4	51	8
336072	432554	2019	8	24	-1.965	-2006.8	20	5	57	8
336078	432745	2019	8	24	-1.969	-2000.31	20	6	19	8
336065	432604	2019	8	24	-1.944	-1990.21	20	6	19	8
336104	432735	2019	8	24	-1.523	-2042.54	20	6	30	8
336124	432544	2019	8	24	-1.971	-2094.23	20	6	39	8
336132	432515	2019	8	24	-1.923	-2100.98	20	7	3	8
336026	432790	2019	8	24	-1.755	-2043.77	20	7	11	8
336119	432622	2019	8	24	-2.049	-2103.09	20	7	12	8
336092	432570	2019	8	24	-1.948	-2000.57	20	7	31	8
336146	432475	2019	8	24	-1.783	-2068.62	20	7	51	8
336033	432848	2019	8	24	-1.96	-2079.33	20	7	58	8
336117	432731	2019	8	24	-1.908	-2023.73	20	8	31	8
336064	432721	2019	8	24	-1.879	-1992.5	20	9	0	8
336031	432818	2019	8	24	-1.769	-2037.81	20	9	2	8
336087	432869	2019	8	24	-1.951	-1995.24	20	9	35	8
336005	432864	2019	8	24	-1.616	-2040.22	20	9	47	8
336092	432702	2019	8	24	-1.696	-1994.29	20	10	6	8
336065	432613	2019	8	24	-1.601	-2005.38	20	10	7	8
336033	432851	2019	8	24	-1.886	-2039.33	20	10	9	8
336083	432760	2019	8	24	-2.042	-2002.88	20	10	12	8
336093	432653	2019	8	24	-1.735	-2002.64	20	10	15	8
336068	432702	2019	8	24	-1.033	-2001.77	20	10	15	8
336000	432574	2019	8	24	-1.609	-1971.06	20	10	32	8
335937	432521	2019	8	24	-1.356	-2039.62	20	10	47	8
336004	432705	2019	8	24	-1.91	-2031.77	20	11	21	8
336031	432867	2019	8	24	-1.691	-2038.83	20	11	55	8
336057	432767	2019	8	24	-1.782	-2053.86	20	12	6	8
336040	432820	2019	8	24	-1.909	-2040.92	20	12	13	8
336059	432749	2019	8	24	-1.785	-2040.74	20	12	17	8
336054	432685	2019	8	24	-1.981	-2029.69	20	12	19	8
336092	432638	2019	8	24	-1.586	-2005.97	20	12	45	8
336180	432976	2019	8	24	-1.892	-2088.35	20	14	5	8
336027	432873	2019	8	24	-1.859	-2036.72	20	15	14	8
336043	432619	2019	8	24	-1.911	-1953.51	20	15	17	8
336025	432840	2019	8	24	-1.797	-2036.46	20	15	47	8
336053	432819	2019	8	24	-1.957	-2039.57	20	15	50	8
336056	432695	2019	8	24	-1.884	-2044.89	20	16	0	8
336089	432666	2019	8	24	-1.006	-1992.72	20	16	1	8
336089	432695	2019	8	24	-1.772	-1989.24	20	16	2	8
336123	432626	2019	8	24	-2.009	-2042.92	20	16	11	8
336034	432806	2019	8	24	-1.849	-2036.99	20	16	21	8
336060	432744	2019	8	24	-1.338	-2033.15	20	16	35	8
336069	432709	2019	8	24	-1.731	-2091.52	20	16	37	8
336063	432748	2019	8	24	-1.856	-2032.28	20	17	3	8
336043	432590	2019	8	24	-1.421	-1990.62	20	18	34	8
336108	432642	2019	8	24	-1.954	-2107.03	20	18	51	8
336021	432881	2019	8	24	-1.678	-2047.37	20	19	19	8
336063	432765	2019	8	24	-1.895	-2012.91	20	19	20	8
336054	432575	2019	8	24	-1.555	-1980.76	20	19	21	8
336088	432709	2019	8	24	-1.582	-1996.92	20	19	22	8
336069	432687	2019	8	24	-2.008	-2035.43	20	19	23	8
336030	432824	2019	8	24	-1.864	-2039.56	20	19	29	8
336068	432702	2019	8	24	-2.009	-2058.57	20	19	37	8
336025	432821	2019	8	24	-1.828	-2037.25	20	19	59	8
336076	432784	2019	8	24	-1.882	-2037.49	20	20	33	8
336037	432824	2019	8	24	-1.625	-2037.72	20	21	30	8
336040	432851	2019	8	24	-1.83	-2041.07	20	21	45	8
336078	432621	2019	8	24	-1.589	-2043.3	20	21	46	8
336032	432835	2019	8	24	-1.85	-2038.13	20	21	53	8
336070	432724	2019	8	24	-1.904	-1999.48	20	22	12	8
336074	432756	2019	8	24	-2.07	-1996.96	20	22	24	8
336081	432752	2019	8	24	-2.009	-2048.72	20	22	46	8
336114	432572	2019	8	24	-0.399	-2036.4	20	23	19	8
336026	432841	2019	8	24	-1.742	-2039.16	20	23	33	8
336025	432814	2019	8	24	-1.828	-2033.88	20	23	34	8
336039	432762	2019	8	24	-1.851	-2035.1	20	23	38	8
336021	432897	2019	8	24	-1.793	-2040.78	20	23	55	8
336068	432532	2019	8	24	-1.94	-2055.54	20	24	15	8
336103	432647	2019	8	24	-1.908	-2001.08	20	24	18	8
336045	432508	2019	8	24	-1.368	-2140.43	20	24	42	8
336028	432836	2019	8	24	-1.384	-2038.71	20	24	57	8
336073	432622	2019	8	24	-1.412	-2051.24	20	24	58	8
336032	432836	2019	8	24	-1.742	-2044.67	20	25	20	8
336084	432733	2019	8	24	-1.957	-1989.6	20	25	30	8
336075	432718	2019	8	24	-1.482	-2025.8	20	26	36	8
336036	432591	2019	8	24	-1.767	-1963.03	20	26	57	8
336059	432732	2019	8	24	-1.796	-2032.83	20	26	59	8
336087	432730	2019	8	24	-1.903	-1997.32	20	27	0	8
336076	432750	2019	8	24	-1.934	-2000.43	20	27	12	8
336020	432901	2019	8	24	-1.872	-2055.88	20	27	41	8
336085	432720	2019	8	24	-2.001	-1990.91	20	27	55	8
336127	432635	2019	8	24	-1.726	-2104.26	20	28	2	8
336062	432762	2019	8	24	-1.899	-2028.37	20	28	10	8
336072	432634	2019	8	24	-1.943	-2006.61	20	28	15	8
336092	432658	2019	8	24	-1.969	-1993.78	20	28	23	8
336123	432544	2019	8	24	-1.88	-2054.49	20	28	24	8
336067	432747	2019	8	24	-1.826	-2025.18	20	28	53	8
336058	432750	2019	8	24	-1.912	-2017.03	20	28	58	8
336075	432755	2019	8	24	-2.002	-1998.77	20	29	4	8
336031	432817	2019	8	24	-1.855	-2039.15	20	29	12	8
336040	432579	2019	8	24	-1.572	-1979.38	20	29	15	8
336042	432770	2019	8	24	-1.944	-2017.22	20	30	11	8
336043	432812	2019	8	24	-1.946	-2038.1	20	30	13	8
336052	432787	2019	8	24	-1.849	-1994.33	20	30	21	8
336075	432719	2019	8	24	-1.592	-2002.41	20	30	41	8
336074	432564	2019	8	24	-1.97	-2028.31	20	31	0	8
336028	432765	2019	8	24	-1.906	-2010.87	20	31	55	8
336069	432640	2019	8	24	-2.012	-1996.11	20	32	15	8
335655	432499	2019	8	24	-1.618	-2042.12	20	32	53	8
336078	432728	2019	8	24	-1.988	-1999.99	20	33	1	8
336063	432730	2019	8	24	-1.724	-2034.68	20	33	14	8
336042	432643	2019	8	24	-1.881	-2010.09	20	33	19	8
336073	432590	2019	8	24	-1.955	-1964.95	20	33	27	8
336121	432575	2019	8	24	-1.757	-1977.41	20	33	51	8
336082	432733	2019	8	24	-1.306	-2029.2	20	33	55	8
336071	432735	2019	8	24	-1.964	-2024.07	20	33	57	8
336118	432599	2019	8	24	-1.703	-1997.6	20	34	35	8
336019	432873	2019	8	24	-1.706	-2051.58	20	34	53	8
336055	432730	2019	8	24	-1.86	-2006.08	20	34	53	8
336060	432658	2019	8	24	-1.677	-2036.65	20	35	41	8
336032	432842	2019	8	24	-1.922	-2033.61	20	35	44	8
336064	432772	2019	8	24	-2.02	-2029.73	20	36	22	8
336029	432855	2019	8	24	-1.782	-2037.42	20	37	31	8
336109	432494	2019	8	24	-1.729	-2060.13	20	37	32	8
336064	432760	2019	8	24	-1.836	-2029.08	20	37	58	8
336034	432831	2019	8	24	-1.722	-2037.67	20	38	11	8
336086	432643	2019	8	24	-1.998	-2013.45	20	38	12	8
336121	432620	2019	8	24	-1.455	-2103.38	20	38	15	8
336065	432711	2019	8	24	-1.307	-2024.92	20	38	43	8
336029	432584	2019	8	24	-1.469	-2003.77	20	38	45	8
336040	432846	2019	8	24	-1.901	-2035.04	20	39	2	8
336047	432591	2019	8	24	-2	-1978.86	20	39	17	8
336034	432820	2019	8	24	-1.276	-2033.79	20	40	13	8
336110	432646	2019	8	24	-1.95	-1995.45	20	41	7	8
336065	432721	2019	8	24	-1.686	-2005.49	20	41	10	8
336035	432847	2019	8	24	-1.893	-2036.33	20	41	10	8
336121	432585	2019	8	24	-1.958	-2028.08	20	41	48	8
336132	432603	2019	8	24	-1.709	-2034.34	20	41	59	8
336030	432830	2019	8	24	-1.769	-2038.77	20	42	26	8
336024	432834	2019	8	24	-1.149	-2038	20	42	33	8
336067	432724	2019	8	24	-1.71	-1999.65	20	42	57	8
336049	432577	2019	8	24	-1.326	-1995.13	20	42	58	8
336083	432734	2019	8	24	-1.765	-2020.6	20	43	18	8
336116	432588	2019	8	24	-1.458	-2028.37	20	44	14	8
336009	432770	2019	8	24	-1.916	-2049.15	20	44	15	8
336028	432855	2019	8	24	-1.689	-2039.11	20	44	22	8
336148	432561	2019	8	24	-1.75	-2046.14	20	44	27	8
336060	432469	2019	8	24	-1.885	-2102.05	20	44	35	8
336155	432513	2019	8	24	-1.378	-2048.95	20	44	48	8
336094	432615	2019	8	24	-2.079	-2033.07	20	46	17	8
336089	432624	2019	8	24	-1.926	-2015.75	20	46	30	8
336072	432636	2019	8	24	-2.002	-2006.76	20	46	48	8
336099	432672	2019	8	24	-1.98	-1998.36	20	46	53	8
336109	432768	2019	8	24	-2.045	-2053.99	20	46	57	8
336082	432725	2019	8	24	-1.881	-2002.78	20	47	30	8
336037	432604	2019	8	24	-1.923	-2029.83	20	47	52	8
336030	432840	2019	8	24	-1.817	-2038.46	20	47	56	8
335902	432424	2019	8	24	-0.514	-2128.83	20	48	0	8
336086	432626	2019	8	24	-1.944	-1997.96	20	48	23	8
336033	432827	2019	8	24	-1.952	-2037.63	20	48	35	8
336117	432646	2019	8	24	-1.845	-1993.87	20	49	15	8
336108	432635	2019	8	24	-1.499	-2104.95	20	49	47	8
336116	432607	2019	8	24	-1.79	-2027.52	20	49	52	8
336061	432742	2019	8	24	-1.92	-2033.37	20	49	53	8
336039	432585	2019	8	24	-1.904	-2004.44	20	50	18	8
336033	432816	2019	8	24	-1.726	-2039.15	20	50	50	8
336036	432819	2019	8	24	-1.73	-2038.4	20	51	15	8
336072	432670	2019	8	24	-1.598	-1990.63	20	51	35	8
336071	432701	2019	8	24	-1.113	-1999.41	20	51	36	8
336085	432728	2019	8	24	-1.911	-1997.41	20	52	2	8
336033	432576	2019	8	24	-1.949	-1957.22	20	52	30	8
336039	432907	2019	8	24	-1.768	-2049.37	20	52	46	8
336077	432572	2019	8	24	-1.588	-1993.29	20	53	1	8
336059	432736	2019	8	24	-1.829	-2003.41	20	53	5	8
336106	432658	2019	8	24	-1.862	-2004.46	20	53	35	8
336035	432820	2019	8	24	-1.887	-2034.09	20	54	0	8
336023	432578	2019	8	24	-1.578	-2003.63	20	54	6	8
335908	432516	2019	8	24	-1.449	-2132	20	54	31	8
336041	432810	2019	8	24	-1.565	-2037.85	20	54	44	8
336029	432612	2019	8	24	-1.905	-2001.08	20	55	1	8
336006	432892	2019	8	24	-1.808	-2047.3	20	55	18	8
336079	432661	2019	8	24	-1.865	-2027.97	20	55	38	8
336025	432834	2019	8	24	-1.512	-2037.98	20	55	51	8
336106	432683	2019	8	24	-1.986	-2105.23	20	56	13	8
336050	432739	2019	8	24	-1.577	-2033.37	20	56	22	8
336028	432854	2019	8	24	-1.882	-2036.37	20	56	33	8
336031	432884	2019	8	24	-1.694	-2041.67	20	56	55	8
336092	432558	2019	8	24	-1.675	-2001.24	20	57	4	8
336085	432724	2019	8	24	-1.888	-2001.98	20	57	39	8
336021	432859	2019	8	24	-1.783	-2039.28	20	57	44	8
336033	432851	2019	8	24	-1.841	-2038.54	20	58	21	8
335977	432478	2019	8	24	-1.829	-2013.32	20	58	24	8
