    122       14 1084.0100 5.838 0.000 102.275 29.223
    123     1267 1084.1600 5.016 0.000 103.256 25.885
    124      308 1090.1200 4.755 0.000 102.204 28.090
    125        0 1091.7700 4.754 0.000 102.278 29.277
    126     1988 1091.7900 4.750 0.000 102.271 27.864
    127     1274 1092.0800 4.749 0.000 103.268 25.860
    128      371 1092.5100 4.742 0.000 102.331 29.179
    129     1932 1093.4000 4.746 0.000 102.862 23.355
    130        1 1094.7100 4.721 -3000.000 102.278 29.277
    131       22 1098.4400 4.977 -3000.000 102.273 29.196
    132     1934 1100.4000 4.712 -6000.000 102.862 23.355
    133     1940 1101.1300 5.493 -3000.000 102.853 23.329
    134     2219 1102.0800 4.986 0.000 102.728 27.071
    135        2 1102.2500 4.720 -6000.000 102.278 29.277
    136     1260 1105.1200 5.002 0.000 103.245 25.910
    137     1939 1105.3900 4.748 0.000 102.853 23.329
    138       21 1107.4500 5.295 0.000 102.273 29.196
    139     1934 1108.0500 4.993 -6000.000 102.862 23.355
    140        4 1108.4900 4.720 -12000.000 102.278 29.277
    141       22 1108.9000 4.720 -3000.000 102.273 29.196
    142     1274 1109.7000 4.749 0.000 103.268 25.860
    143      994 1110.5400 4.744 0.000 102.863 26.873
    144     1995 1115.9700 4.747 0.000 102.283 27.840
    145      315 1118.7600 4.746 0.000 102.209 28.064
    146     2226 1121.3500 4.746 0.000 102.744 27.048
    147        7 1122.7700 5.274 0.000 102.276 29.250
    148       28 1125.1900 4.990 0.000 102.272 29.169
    149     1260 1126.0300 5.159 0.000 103.245 25.910
    150      308 1127.3500 5.011 0.000 102.204 28.090
    151     1932 1127.5100 5.003 0.000 102.862 23.355
    152     1918 1129.1300 4.746 0.000 102.881 23.406
    153       42 1129.3000 4.753 0.000 102.268 29.115
    154     1940 1130.1300 4.715 -3000.000 102.853 23.329
    155        7 1131.2800 6.029 0.000 102.276 29.250
    156     1988 1132.1900 5.593 0.000 102.271 27.864
    157       35 1132.2700 4.746 0.000 102.270 29.142
    158        7 1137.5500 4.745 0.000 102.276 29.250
    159     2227 1137.6700 4.713 -3000.000 102.744 27.048
    160      371 1138.8800 4.742 0.000 102.331 29.179
    161     1946 1139.9400 5.002 0.000 102.844 23.304
    162     1932 1140.2700 4.746 0.000 102.862 23.355
    163     1941 1141.8500 4.970 -6000.000 102.853 23.329
    164     1939 1141.9400 4.748 0.000 102.853 23.329
    165       14 1141.9500 4.991 0.000 102.275 29.223
